Comunidades y ciudades autónomas;Ramas de actividad;Magnitud;Periodo;Total
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2021(P);1.038.661
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2020;1.027.273
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2019;1.308.741
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2018;1.279.218
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2017;1.217.821
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2016;1.134.559
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2022(A);14,7
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2021(P);1,1
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2020;-21,5
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2019;2,3
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2018;5
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2017;7,3
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2016;..
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2022(A);3,3
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2021(P);3,2
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2020;3,5
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2019;4
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2018;4,1
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2017;4
Murcia, Región de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2016;3,9
Murcia, Región de;Valor añadido bruto total;Valor;2022(A);32.598.083
Murcia, Región de;Valor añadido bruto total;Valor;2021(P);29.602.352
Murcia, Región de;Valor añadido bruto total;Valor;2020;27.169.843
Murcia, Región de;Valor añadido bruto total;Valor;2019;29.311.969
Murcia, Región de;Valor añadido bruto total;Valor;2018;28.138.364
Murcia, Región de;Valor añadido bruto total;Valor;2017;27.685.517
Murcia, Región de;Valor añadido bruto total;Valor;2016;26.648.712
Murcia, Región de;Valor añadido bruto total;Tasas de variación interanuales;2022(A);10,1
Murcia, Región de;Valor añadido bruto total;Tasas de variación interanuales;2021(P);9
Murcia, Región de;Valor añadido bruto total;Tasas de variación interanuales;2020;-7,3
Murcia, Región de;Valor añadido bruto total;Tasas de variación interanuales;2019;4,2
Murcia, Región de;Valor añadido bruto total;Tasas de variación interanuales;2018;1,6
Murcia, Región de;Valor añadido bruto total;Tasas de variación interanuales;2017;3,9
Murcia, Región de;Valor añadido bruto total;Tasas de variación interanuales;2016;..
Murcia, Región de;Valor añadido bruto total;Estructura porcentual;2022(A);91
Murcia, Región de;Valor añadido bruto total;Estructura porcentual;2021(P);90,5
Murcia, Región de;Valor añadido bruto total;Estructura porcentual;2020;91,2
Murcia, Región de;Valor añadido bruto total;Estructura porcentual;2019;90,7
Murcia, Región de;Valor añadido bruto total;Estructura porcentual;2018;90,5
Murcia, Región de;Valor añadido bruto total;Estructura porcentual;2017;90,7
Murcia, Región de;Valor añadido bruto total;Estructura porcentual;2016;90,7
Murcia, Región de;Impuestos netos sobre los productos;Valor;2022(A);3.211.450
Murcia, Región de;Impuestos netos sobre los productos;Valor;2021(P);3.116.878
Murcia, Región de;Impuestos netos sobre los productos;Valor;2020;2.605.637
Murcia, Región de;Impuestos netos sobre los productos;Valor;2019;3.007.281
Murcia, Región de;Impuestos netos sobre los productos;Valor;2018;2.955.817
Murcia, Región de;Impuestos netos sobre los productos;Valor;2017;2.855.420
Murcia, Región de;Impuestos netos sobre los productos;Valor;2016;2.718.239
Murcia, Región de;Impuestos netos sobre los productos;Tasas de variación interanuales;2022(A);3
Murcia, Región de;Impuestos netos sobre los productos;Tasas de variación interanuales;2021(P);19,6
Murcia, Región de;Impuestos netos sobre los productos;Tasas de variación interanuales;2020;-13,4
Murcia, Región de;Impuestos netos sobre los productos;Tasas de variación interanuales;2019;1,7
Murcia, Región de;Impuestos netos sobre los productos;Tasas de variación interanuales;2018;3,5
Murcia, Región de;Impuestos netos sobre los productos;Tasas de variación interanuales;2017;5
Murcia, Región de;Impuestos netos sobre los productos;Tasas de variación interanuales;2016;..
Murcia, Región de;Impuestos netos sobre los productos;Estructura porcentual;2022(A);9
Murcia, Región de;Impuestos netos sobre los productos;Estructura porcentual;2021(P);9,5
Murcia, Región de;Impuestos netos sobre los productos;Estructura porcentual;2020;8,8
Murcia, Región de;Impuestos netos sobre los productos;Estructura porcentual;2019;9,3
Murcia, Región de;Impuestos netos sobre los productos;Estructura porcentual;2018;9,5
Murcia, Región de;Impuestos netos sobre los productos;Estructura porcentual;2017;9,3
Murcia, Región de;Impuestos netos sobre los productos;Estructura porcentual;2016;9,3
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2022(A);35.809.533
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);32.719.230
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;29.775.480
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;32.319.250
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2018;31.094.181
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2017;30.540.937
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2016;29.366.951
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2022(A);9,4
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);9,9
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-7,9
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;3,9
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2018;1,8
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2017;4
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2016;..
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2022(A);100
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2018;100
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2017;100
Murcia, Región de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2016;100
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2022(A);22.595.257
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);20.518.471
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;18.937.439
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;20.873.397
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2018;20.063.495
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2017;19.528.931
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2016;18.743.492
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2022(A);10,1
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);8,3
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-9,3
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;4
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2018;2,7
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2017;4,2
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2022(A);100
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2018;100
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2017;100
Navarra, Comunidad Foral de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2016;100
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2022(A);697.390
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2021(P);715.214
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2020;693.269
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2019;671.653
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2018;658.809
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2017;712.885
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2016;647.769
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2022(A);-2,5
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2021(P);3,2
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2020;3,2
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2019;1,9
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2018;-7,6
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2017;10,1
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2022(A);3,1
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2021(P);3,5
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2020;3,7
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2019;3,2
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2018;3,3
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2017;3,7
Navarra, Comunidad Foral de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2016;3,5
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2022(A);6.331.793
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2021(P);5.498.025
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2020;5.096.618
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2019;5.608.308
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2018;5.401.327
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2017;5.332.752
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2016;5.072.247
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2022(A);15,2
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2021(P);7,9
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2020;-9,1
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2019;3,8
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2018;1,3
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2017;5,1
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2022(A);28
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2021(P);26,8
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2020;26,9
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2019;26,9
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2018;26,9
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2017;27,3
Navarra, Comunidad Foral de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2016;27,1
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Valor;2022(A);5.303.282
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Valor;2021(P);4.752.883
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Valor;2020;4.436.495
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Valor;2019;4.872.516
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Valor;2018;4.699.130
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Valor;2017;4.639.300
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Valor;2016;4.433.981
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2022(A);11,6
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2021(P);7,1
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2020;-8,9
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2019;3,7
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2018;1,3
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2017;4,6
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2022(A);23,5
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2021(P);23,2
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2020;23,4
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2019;23,3
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2018;23,4
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2017;23,8
Navarra, Comunidad Foral de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2016;23,7
Navarra, Comunidad Foral de;F. Construcción;Valor;2022(A);1.078.804
Navarra, Comunidad Foral de;F. Construcción;Valor;2021(P);1.046.069
Navarra, Comunidad Foral de;F. Construcción;Valor;2020;970.671
Navarra, Comunidad Foral de;F. Construcción;Valor;2019;1.117.296
Navarra, Comunidad Foral de;F. Construcción;Valor;2018;1.031.445
Navarra, Comunidad Foral de;F. Construcción;Valor;2017;984.856
Navarra, Comunidad Foral de;F. Construcción;Valor;2016;940.387
Navarra, Comunidad Foral de;F. Construcción;Tasas de variación interanuales;2022(A);3,1
Navarra, Comunidad Foral de;F. Construcción;Tasas de variación interanuales;2021(P);7,8
Navarra, Comunidad Foral de;F. Construcción;Tasas de variación interanuales;2020;-13,1
Navarra, Comunidad Foral de;F. Construcción;Tasas de variación interanuales;2019;8,3
Navarra, Comunidad Foral de;F. Construcción;Tasas de variación interanuales;2018;4,7
Navarra, Comunidad Foral de;F. Construcción;Tasas de variación interanuales;2017;4,7
Navarra, Comunidad Foral de;F. Construcción;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;F. Construcción;Estructura porcentual;2022(A);4,8
Navarra, Comunidad Foral de;F. Construcción;Estructura porcentual;2021(P);5,1
Navarra, Comunidad Foral de;F. Construcción;Estructura porcentual;2020;5,1
Navarra, Comunidad Foral de;F. Construcción;Estructura porcentual;2019;5,4
Navarra, Comunidad Foral de;F. Construcción;Estructura porcentual;2018;5,1
Navarra, Comunidad Foral de;F. Construcción;Estructura porcentual;2017;5
Navarra, Comunidad Foral de;F. Construcción;Estructura porcentual;2016;5
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2022(A);4.186.254
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2021(P);3.460.246
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2020;2.921.269
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2019;3.730.135
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2018;3.565.389
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2017;3.467.418
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2016;3.354.042
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2022(A);21
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2021(P);18,5
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2020;-21,7
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2019;4,6
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2018;2,8
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2017;3,4
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2022(A);18,5
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2021(P);16,9
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2020;15,4
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2019;17,9
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2018;17,8
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2017;17,8
Navarra, Comunidad Foral de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2016;17,9
Navarra, Comunidad Foral de;J. Información y comunicaciones;Valor;2022(A);307.519
Navarra, Comunidad Foral de;J. Información y comunicaciones;Valor;2021(P);290.971
Navarra, Comunidad Foral de;J. Información y comunicaciones;Valor;2020;287.633
Navarra, Comunidad Foral de;J. Información y comunicaciones;Valor;2019;295.273
Navarra, Comunidad Foral de;J. Información y comunicaciones;Valor;2018;276.476
Navarra, Comunidad Foral de;J. Información y comunicaciones;Valor;2017;272.946
Navarra, Comunidad Foral de;J. Información y comunicaciones;Valor;2016;278.369
Navarra, Comunidad Foral de;J. Información y comunicaciones;Tasas de variación interanuales;2022(A);5,7
Navarra, Comunidad Foral de;J. Información y comunicaciones;Tasas de variación interanuales;2021(P);1,2
Navarra, Comunidad Foral de;J. Información y comunicaciones;Tasas de variación interanuales;2020;-2,6
Navarra, Comunidad Foral de;J. Información y comunicaciones;Tasas de variación interanuales;2019;6,8
Navarra, Comunidad Foral de;J. Información y comunicaciones;Tasas de variación interanuales;2018;1,3
Navarra, Comunidad Foral de;J. Información y comunicaciones;Tasas de variación interanuales;2017;-1,9
Navarra, Comunidad Foral de;J. Información y comunicaciones;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;J. Información y comunicaciones;Estructura porcentual;2022(A);1,4
Navarra, Comunidad Foral de;J. Información y comunicaciones;Estructura porcentual;2021(P);1,4
Navarra, Comunidad Foral de;J. Información y comunicaciones;Estructura porcentual;2020;1,5
Navarra, Comunidad Foral de;J. Información y comunicaciones;Estructura porcentual;2019;1,4
Navarra, Comunidad Foral de;J. Información y comunicaciones;Estructura porcentual;2018;1,4
Navarra, Comunidad Foral de;J. Información y comunicaciones;Estructura porcentual;2017;1,4
Navarra, Comunidad Foral de;J. Información y comunicaciones;Estructura porcentual;2016;1,5
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Valor;2022(A);721.121
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Valor;2021(P);624.345
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Valor;2020;624.437
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Valor;2019;594.970
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Valor;2018;605.338
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Valor;2017;548.136
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Valor;2016;524.693
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Tasas de variación interanuales;2022(A);15,5
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Tasas de variación interanuales;2021(P);0
