Comunidades y ciudades autónomas;Ramas de actividad;Magnitud;Periodo;Total
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Tasas de variación interanuales;2020;5
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Tasas de variación interanuales;2019;-1,7
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Tasas de variación interanuales;2018;10,4
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Tasas de variación interanuales;2017;4,5
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Estructura porcentual;2022(A);3,2
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Estructura porcentual;2021(P);3
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Estructura porcentual;2020;3,3
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Estructura porcentual;2019;2,9
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Estructura porcentual;2018;3
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Estructura porcentual;2017;2,8
Navarra, Comunidad Foral de;K. Actividades financieras y de seguros;Estructura porcentual;2016;2,8
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Valor;2022(A);1.849.092
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Valor;2021(P);1.771.163
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Valor;2020;1.724.364
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Valor;2019;1.704.164
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Valor;2018;1.653.917
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Valor;2017;1.601.047
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Valor;2016;1.571.889
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Tasas de variación interanuales;2022(A);4,4
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Tasas de variación interanuales;2021(P);2,7
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Tasas de variación interanuales;2020;1,2
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Tasas de variación interanuales;2019;3
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Tasas de variación interanuales;2018;3,3
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Tasas de variación interanuales;2017;1,9
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Estructura porcentual;2022(A);8,2
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Estructura porcentual;2021(P);8,6
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Estructura porcentual;2020;9,1
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Estructura porcentual;2019;8,2
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Estructura porcentual;2018;8,2
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Estructura porcentual;2017;8,2
Navarra, Comunidad Foral de;L. Actividades inmobiliarias;Estructura porcentual;2016;8,4
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2022(A);1.303.958
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2021(P);1.224.884
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2020;1.153.342
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2019;1.288.066
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2018;1.185.277
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2017;1.153.494
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2016;1.156.696
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2022(A);6,5
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2021(P);6,2
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2020;-10,5
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2019;8,7
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2018;2,8
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2017;-0,3
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2022(A);5,8
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2021(P);6
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2020;6,1
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2019;6,2
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2018;5,9
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2017;5,9
Navarra, Comunidad Foral de;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2016;6,2
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2022(A);3.247.769
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2021(P);3.212.054
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2020;3.126.160
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2019;3.083.050
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2018;2.952.455
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2017;2.842.193
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2016;2.720.250
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2022(A);1,1
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2021(P);2,7
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2020;1,4
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2019;4,4
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2018;3,9
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2017;4,5
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2022(A);14,4
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2021(P);15,7
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2020;16,5
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2019;14,8
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2018;14,7
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2017;14,6
Navarra, Comunidad Foral de;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2016;14,5
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2022(A);845.182
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2021(P);720.883
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2020;682.470
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2019;838.229
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2018;825.823
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2017;787.350
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2016;742.231
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2022(A);17,2
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2021(P);5,6
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2020;-18,6
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2019;1,5
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2018;4,9
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2017;6,1
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2016;..
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2022(A);3,7
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2021(P);3,5
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2020;3,6
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2019;4
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2018;4,1
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2017;4
Navarra, Comunidad Foral de;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2016;4
Navarra, Comunidad Foral de;Valor añadido bruto total;Valor;2022(A);20.568.882
Navarra, Comunidad Foral de;Valor añadido bruto total;Valor;2021(P);18.563.854
