Agregados macroeconómicos;Total CNAE;CNAE Agrupación A10;CNAE Agrupación A21;CNAE Agrupación A64;Periodo;Total
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;2006;972
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;2005;851
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;2004;784
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;2003;719
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;2002;707
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;2001;694
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;2000;658
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;1999;635
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;1998;596
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;1997;565
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;1996;530
Sueldos y salarios;Total CNAE;K Actividades financieras y de seguros;K Actividades financieras y de seguros;66 Actividades auxiliares a los servicios financieros y a los seguros;1995;482
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2024;5.133
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2023;4.878
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2022;4.631
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2021;4.074
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2020;3.870
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2019;4.428
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2018;3.643
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2017;3.405
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2016;3.033
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2015;2.920
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2014;2.686
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2013;2.602
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2012;2.895
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2011;2.922
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2010;2.967
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2009;3.036
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2008;3.590
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2007;3.138
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2006;2.808
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2005;2.371
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2004;2.031
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2003;1.850
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2002;1.578
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2001;1.395
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;2000;1.267
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;1999;1.105
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;1998;987
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;1997;805
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;1996;632
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;;;1995;567
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2024;5.133
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2023;4.878
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2022;4.631
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2021;4.074
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2020;3.870
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2019;4.428
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2018;3.643
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2017;3.405
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2016;3.033
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2015;2.920
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2014;2.686
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2013;2.602
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2012;2.895
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2011;2.922
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2010;2.967
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2009;3.036
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2008;3.590
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2007;3.138
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2006;2.808
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2005;2.371
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2004;2.031
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2003;1.850
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2002;1.578
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2001;1.395
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;2000;1.267
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;1999;1.105
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;1998;987
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;1997;805
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;1996;632
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;;1995;567
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2024;..
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2023;4.878
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2022;4.631
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2021;4.074
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2020;3.870
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2019;4.428
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2018;3.643
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2017;3.405
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2016;3.033
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2015;2.920
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2014;2.686
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2013;2.602
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2012;2.895
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2011;2.922
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2010;2.967
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2009;3.036
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2008;3.590
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2007;3.138
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2006;2.808
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2005;2.371
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2004;2.031
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2003;1.850
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2002;1.578
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2001;1.395
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;2000;1.267
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;1999;1.105
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;1998;987
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;1997;805
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;1996;632
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68 Actividades inmobiliarias;1995;567
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2024;..
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2023;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2022;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2021;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2020;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2019;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2018;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2017;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2016;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2015;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2014;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2013;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2012;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2011;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2010;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2009;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2008;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2007;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2006;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2005;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2004;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2003;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2002;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2001;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;2000;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;1999;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;1998;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;1997;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;1996;0
Sueldos y salarios;Total CNAE;L Actividades inmobiliarias;L Actividades inmobiliarias;68a de las cuales: alquileres imputados de las viviendas ocupadas por sus propietarios;1995;0
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2024;73.507
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2023;67.629
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2022;61.704
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2021;55.731
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2020;50.652
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2019;50.879
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2018;46.918
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2017;44.462
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2016;42.869
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2015;42.172
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2014;39.059
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2013;36.190
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2012;36.619
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2011;37.636
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2010;37.400
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2009;37.767
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2008;38.127
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2007;33.117
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2006;29.335
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2005;25.525
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2004;22.934
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2003;21.823
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2002;19.954
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2001;18.264
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;2000;16.717
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;1999;15.099
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;1998;13.629
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;1997;12.356
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;1996;10.941
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;;;1995;10.296
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2024;41.872
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2023;38.528
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2022;34.285
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2021;31.285
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2020;28.135
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2019;27.214
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2018;24.806
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2017;23.059
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2016;22.836
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2015;22.302
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2014;20.686
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2013;18.639
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2012;19.010
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2011;19.644
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2010;19.919
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2009;20.034
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2008;19.684
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2007;17.319
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2006;15.676
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2005;13.806
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2004;12.261
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2003;11.964
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2002;10.984
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2001;10.086
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;2000;9.326
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;1999;8.383
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;1998;7.576
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;1997;6.865
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;1996;6.130
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;;1995;5.856
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2024;..
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2023;19.710
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2022;17.288
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2021;16.207
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2020;14.705
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2019;12.812
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2018;12.026
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2017;10.964
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2016;11.317
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2015;10.737
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2014;9.547
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2013;7.868
