Agregados macroeconómicos;Total CNAE;CNAE Agrupación A10;CNAE Agrupación A21;CNAE Agrupación A64;Periodo;Total
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2010;14
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2009;23
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2008;32
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2007;18
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2006;24
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2005;18
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2004;12
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2003;20
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2002;18
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2001;16
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;2000;11
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;1999;5
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;1998;11
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;1997;18
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;1996;16
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;R Actividades artísticas, recreativas y de entretenimiento;93 Actividades deportivas, recreativas y de entretenimiento;1995;17
Otros impuestos netos sobre la producción;Total CNAE;RSTU Actividades artísticas, recreativas y de entretenimiento, otras actividades de servicios, actividades de los hogares como empleadores de personal doméstico, actividades de los hogares como productores de bienes y servicios para uso propio;S Otros servicios;;2024;-21
